Filename,BSO,GA
5-50-test.csv,3.414800,0.158800
10-100-test.csv,9.895600,0.248200
15-150-test.csv,8.982800,0.307400
20-200-test.csv,16.679200,0.357800
25-250-test.csv,19.103000,0.426200
30-300-test.csv,22.045000,0.487400
35-350-test.csv,30.832800,0.542400
40-400-test.csv,28.677600,0.598600
45-450-test.csv,25.887400,0.673200
50-500-test.csv,43.458600,0.727400
